0.000247,0.000316
0.000255,0.000334
0.000266,0.000318
0.000259,0.000322
0.000280,0.000327
0.000294,0.000299
0.000291,0.000331
0.000349,0.000332
0.000519,0.000453
0.000977,0.000727
0.001875,0.001311
0.003497,0.001818
0.006074,0.011743
0.011232,0.008509
0.021623,0.021345
0.042431,0.038070
0.084221,0.070769
