0.000921,0.000964,0.000400
0.000915,0.000962,0.000393
0.000890,0.000965,0.000401
0.000858,0.000877,0.000412
0.000860,0.000879,0.000414
0.000877,0.000858,0.000416
0.000829,0.000867,0.000350
0.000855,0.000946,0.000477
0.000932,0.001002,0.000515
0.000957,0.001004,0.000493
0.001010,0.001131,0.000554
0.001259,0.001328,0.000790
0.001557,0.001621,0.002690
0.002231,0.002317,0.005421
0.003418,0.003526,0.010511
0.005605,0.005612,0.020532
0.016969,0.022497,0.040652
